"REALINCREMENT_1","REALINCREMENT_2","REALINCREMENT_3","REALINCREMENT_4","REALINCREMENT_5","REALINCREMENT_6","REALINCREMENT_7","REALINCREMENT_8","REALINCREMENT_9","REALINCREMENT_10","REALINCREMENT_11","REALINCREMENT_12","REALINCREMENT_13","REALINCREMENT_14","REALINCREMENT_15","REALINCREMENT_16","REALINCREMENT_17","REALINCREMENT_18","REALINCREMENT_19","REALINCREMENT_20","REALINCREMENT_21","REALINCREMENT_22","REALINCREMENT_23","REALINCREMENT_24","REALINCREMENT_25","REALINCREMENT_26","REALINCREMENT_27","REALINCREMENT_28","REALINCREMENT_29","REALINCREMENT_30","REALINCREMENT_31","REALINCREMENT_32","REALINCREMENT_33","REALINCREMENT_34","REALINCREMENT_35","REALINCREMENT_36","REALINCREMENT_37","REALINCREMENT_38","REALINCREMENT_39","REALINCREMENT_40","REALINCREMENT_41","REALINCREMENT_42","REALINCREMENT_43","REALINCREMENT_44","REALINCREMENT_45","REALINCREMENT_46","REALINCREMENT_47","REALINCREMENT_48","Iteration"
10,10,10,10,10,10,5,0,5,0,0,0,0,0,15,10,25,15,25,15,15,30,0,25,5,20,20,20,5,15,10,0,10,5,5,0,5,0,0,5,0,5,15,30,5,40,10,10,2
10,10,10,10,10,5,0,5,0,0,0,0,0,15,10,25,15,25,15,15,30,0,25,5,20,20,20,5,15,10,0,10,5,5,0,5,0,0,5,0,5,15,30,5,40,10,10,0,2
10,10,10,10,5,0,5,0,0,0,0,0,15,10,25,15,25,15,15,30,0,25,5,20,20,20,5,15,10,0,10,5,5,0,5,0,0,5,0,5,15,30,5,40,10,10,0,0,2
10,10,10,5,0,5,0,0,0,0,0,15,10,25,15,25,15,15,30,0,25,5,20,20,20,5,15,10,0,10,5,5,0,5,0,0,5,0,5,15,30,5,40,10,10,0,0,0,2
10,10,5,0,5,0,0,0,0,0,15,10,25,15,25,15,15,30,0,25,5,20,20,20,5,15,10,0,10,5,5,0,5,0,0,5,0,5,15,30,5,40,10,10,0,0,0,15,2
5,0,5,0,0,0,0,0,15,10,25,15,25,15,15,30,0,25,5,20,20,20,5,15,10,0,10,5,5,0,5,0,0,5,0,5,15,30,5,40,10,10,0,0,0,15,10,5,2
0,5,0,0,0,0,0,15,10,25,15,25,15,15,30,0,25,5,20,20,20,5,15,10,0,10,5,5,0,5,0,0,5,0,5,15,30,5,40,10,10,0,0,0,15,10,5,5,2
0,0,0,0,15,10,25,15,25,15,15,30,0,25,5,20,20,20,5,15,10,0,10,5,5,0,5,0,0,5,0,5,15,30,5,40,10,10,0,0,0,15,10,5,5,5,0,0,2
0,0,0,15,10,25,15,25,15,15,30,0,25,5,20,20,20,5,15,10,0,10,5,5,0,5,0,0,5,0,5,15,30,5,40,10,10,0,0,0,15,10,5,5,5,0,0,5,2
15,10,25,15,25,15,15,30,0,25,5,20,20,20,5,15,10,0,10,5,5,0,5,0,0,5,0,5,15,30,5,40,10,10,0,0,0,15,10,5,5,5,0,0,5,0,0,0,2
10,25,15,25,15,15,30,0,25,5,20,20,20,5,15,10,0,10,5,5,0,5,0,0,5,0,5,15,30,5,40,10,10,0,0,0,15,10,5,5,5,0,0,5,0,0,0,0,2
25,15,25,15,15,30,0,25,5,20,20,20,5,15,10,0,10,5,5,0,5,0,0,5,0,5,15,30,5,40,10,10,0,0,0,15,10,5,5,5,0,0,5,0,0,0,0,0,2
25,15,15,30,0,25,5,20,20,20,5,15,10,0,10,5,5,0,5,0,0,5,0,5,15,30,5,40,10,10,0,0,0,15,10,5,5,5,0,0,5,0,0,0,0,0,15,0,2
15,15,30,0,25,5,20,20,20,5,15,10,0,10,5,5,0,5,0,0,5,0,5,15,30,5,40,10,10,0,0,0,15,10,5,5,5,0,0,5,0,0,0,0,0,15,0,15,2
15,30,0,25,5,20,20,20,5,15,10,0,10,5,5,0,5,0,0,5,0,5,15,30,5,40,10,10,0,0,0,15,10,5,5,5,0,0,5,0,0,0,0,0,15,0,15,30,2
30,0,25,5,20,20,20,5,15,10,0,10,5,5,0,5,0,0,5,0,5,15,30,5,40,10,10,0,0,0,15,10,5,5,5,0,0,5,0,0,0,0,0,15,0,15,30,35,2
0,25,5,20,20,20,5,15,10,0,10,5,5,0,5,0,0,5,0,5,15,30,5,40,10,10,0,0,0,15,10,5,5,5,0,0,5,0,0,0,0,0,15,0,15,30,35,20,2
25,5,20,20,20,5,15,10,0,10,5,5,0,5,0,0,5,0,5,15,30,5,40,10,10,0,0,0,15,10,5,5,5,0,0,5,0,0,0,0,0,15,0,15,30,35,20,5,2
5,20,20,20,5,15,10,0,10,5,5,0,5,0,0,5,0,5,15,30,5,40,10,10,0,0,0,15,10,5,5,5,0,0,5,0,0,0,0,0,15,0,15,30,35,20,5,0,2
20,5,15,10,0,10,5,5,0,5,0,0,5,0,5,15,30,5,40,10,10,0,0,0,15,10,5,5,5,0,0,5,0,0,0,0,0,15,0,15,30,35,20,5,0,10,0,10,2
5,15,10,0,10,5,5,0,5,0,0,5,0,5,15,30,5,40,10,10,0,0,0,15,10,5,5,5,0,0,5,0,0,0,0,0,15,0,15,30,35,20,5,0,10,0,10,25,2
10,0,10,5,5,0,5,0,0,5,0,5,15,30,5,40,10,10,0,0,0,15,10,5,5,5,0,0,5,0,0,0,0,0,15,0,15,30,35,20,5,0,10,0,10,25,5,5,2
0,10,5,5,0,5,0,0,5,0,5,15,30,5,40,10,10,0,0,0,15,10,5,5,5,0,0,5,0,0,0,0,0,15,0,15,30,35,20,5,0,10,0,10,25,5,5,0,2
10,5,5,0,5,0,0,5,0,5,15,30,5,40,10,10,0,0,0,15,10,5,5,5,0,0,5,0,0,0,0,0,15,0,15,30,35,20,5,0,10,0,10,25,5,5,0,5,2
5,5,0,5,0,0,5,0,5,15,30,5,40,10,10,0,0,0,15,10,5,5,5,0,0,5,0,0,0,0,0,15,0,15,30,35,20,5,0,10,0,10,25,5,5,0,5,0,2
5,0,5,0,0,5,0,5,15,30,5,40,10,10,0,0,0,15,10,5,5,5,0,0,5,0,0,0,0,0,15,0,15,30,35,20,5,0,10,0,10,25,5,5,0,5,0,10,2
0,5,0,0,5,0,5,15,30,5,40,10,10,0,0,0,15,10,5,5,5,0,0,5,0,0,0,0,0,15,0,15,30,35,20,5,0,10,0,10,25,5,5,0,5,0,10,0,2
5,0,0,5,0,5,15,30,5,40,10,10,0,0,0,15,10,5,5,5,0,0,5,0,0,0,0,0,15,0,15,30,35,20,5,0,10,0,10,25,5,5,0,5,0,10,0,0,2
0,0,5,0,5,15,30,5,40,10,10,0,0,0,15,10,5,5,5,0,0,5,0,0,0,0,0,15,0,15,30,35,20,5,0,10,0,10,25,5,5,0,5,0,10,0,0,0,2
5,0,5,15,30,5,40,10,10,0,0,0,15,10,5,5,5,0,0,5,0,0,0,0,0,15,0,15,30,35,20,5,0,10,0,10,25,5,5,0,5,0,10,0,0,0,0,0,2
0,5,15,30,5,40,10,10,0,0,0,15,10,5,5,5,0,0,5,0,0,0,0,0,15,0,15,30,35,20,5,0,10,0,10,25,5,5,0,5,0,10,0,0,0,0,0,5,2
5,15,30,5,40,10,10,0,0,0,15,10,5,5,5,0,0,5,0,0,0,0,0,15,0,15,30,35,20,5,0,10,0,10,25,5,5,0,5,0,10,0,0,0,0,0,5,20,2
15,30,5,40,10,10,0,0,0,15,10,5,5,5,0,0,5,0,0,0,0,0,15,0,15,30,35,20,5,0,10,0,10,25,5,5,0,5,0,10,0,0,0,0,0,5,20,10,2
5,40,10,10,0,0,0,15,10,5,5,5,0,0,5,0,0,0,0,0,15,0,15,30,35,20,5,0,10,0,10,25,5,5,0,5,0,10,0,0,0,0,0,5,20,10,15,30,2
40,10,10,0,0,0,15,10,5,5,5,0,0,5,0,0,0,0,0,15,0,15,30,35,20,5,0,10,0,10,25,5,5,0,5,0,10,0,0,0,0,0,5,20,10,15,30,15,2
10,0,0,0,15,10,5,5,5,0,0,5,0,0,0,0,0,15,0,15,30,35,20,5,0,10,0,10,25,5,5,0,5,0,10,0,0,0,0,0,5,20,10,15,30,15,15,20,2
0,0,0,15,10,5,5,5,0,0,5,0,0,0,0,0,15,0,15,30,35,20,5,0,10,0,10,25,5,5,0,5,0,10,0,0,0,0,0,5,20,10,15,30,15,15,20,15,2
0,0,15,10,5,5,5,0,0,5,0,0,0,0,0,15,0,15,30,35,20,5,0,10,0,10,25,5,5,0,5,0,10,0,0,0,0,0,5,20,10,15,30,15,15,20,15,20,2
0,15,10,5,5,5,0,0,5,0,0,0,0,0,15,0,15,30,35,20,5,0,10,0,10,25,5,5,0,5,0,10,0,0,0,0,0,5,20,10,15,30,15,15,20,15,20,5,2
10,5,5,5,0,0,5,0,0,0,0,0,15,0,15,30,35,20,5,0,10,0,10,25,5,5,0,5,0,10,0,0,0,0,0,5,20,10,15,30,15,15,20,15,20,5,10,5,2
5,5,5,0,0,5,0,0,0,0,0,15,0,15,30,35,20,5,0,10,0,10,25,5,5,0,5,0,10,0,0,0,0,0,5,20,10,15,30,15,15,20,15,20,5,10,5,10,2
5,0,0,5,0,0,0,0,0,15,0,15,30,35,20,5,0,10,0,10,25,5,5,0,5,0,10,0,0,0,0,0,5,20,10,15,30,15,15,20,15,20,5,10,5,10,5,10,2
0,0,5,0,0,0,0,0,15,0,15,30,35,20,5,0,10,0,10,25,5,5,0,5,0,10,0,0,0,0,0,5,20,10,15,30,15,15,20,15,20,5,10,5,10,5,10,0,2
5,0,0,0,0,0,15,0,15,30,35,20,5,0,10,0,10,25,5,5,0,5,0,10,0,0,0,0,0,5,20,10,15,30,15,15,20,15,20,5,10,5,10,5,10,0,10,5,2
0,0,0,0,0,15,0,15,30,35,20,5,0,10,0,10,25,5,5,0,5,0,10,0,0,0,0,0,5,20,10,15,30,15,15,20,15,20,5,10,5,10,5,10,0,10,5,0,2
0,0,0,0,15,0,15,30,35,20,5,0,10,0,10,25,5,5,0,5,0,10,0,0,0,0,0,5,20,10,15,30,15,15,20,15,20,5,10,5,10,5,10,0,10,5,0,0,2
0,0,0,15,0,15,30,35,20,5,0,10,0,10,25,5,5,0,5,0,10,0,0,0,0,0,5,20,10,15,30,15,15,20,15,20,5,10,5,10,5,10,0,10,5,0,0,0,2
0,15,0,15,30,35,20,5,0,10,0,10,25,5,5,0,5,0,10,0,0,0,0,0,5,20,10,15,30,15,15,20,15,20,5,10,5,10,5,10,0,10,5,0,0,0,0,0,2
0,15,30,35,20,5,0,10,0,10,25,5,5,0,5,0,10,0,0,0,0,0,5,20,10,15,30,15,15,20,15,20,5,10,5,10,5,10,0,10,5,0,0,0,0,0,5,0,2
15,30,35,20,5,0,10,0,10,25,5,5,0,5,0,10,0,0,0,0,0,5,20,10,15,30,15,15,20,15,20,5,10,5,10,5,10,0,10,5,0,0,0,0,0,5,0,15,2
30,35,20,5,0,10,0,10,25,5,5,0,5,0,10,0,0,0,0,0,5,20,10,15,30,15,15,20,15,20,5,10,5,10,5,10,0,10,5,0,0,0,0,0,5,0,15,25,2
20,5,0,10,0,10,25,5,5,0,5,0,10,0,0,0,0,0,5,20,10,15,30,15,15,20,15,20,5,10,5,10,5,10,0,10,5,0,0,0,0,0,5,0,15,25,40,10,2
5,0,10,0,10,25,5,5,0,5,0,10,0,0,0,0,0,5,20,10,15,30,15,15,20,15,20,5,10,5,10,5,10,0,10,5,0,0,0,0,0,5,0,15,25,40,10,15,2
0,10,0,10,25,5,5,0,5,0,10,0,0,0,0,0,5,20,10,15,30,15,15,20,15,20,5,10,5,10,5,10,0,10,5,0,0,0,0,0,5,0,15,25,40,10,15,5,2
10,0,10,25,5,5,0,5,0,10,0,0,0,0,0,5,20,10,15,30,15,15,20,15,20,5,10,5,10,5,10,0,10,5,0,0,0,0,0,5,0,15,25,40,10,15,5,10,2
0,10,25,5,5,0,5,0,10,0,0,0,0,0,5,20,10,15,30,15,15,20,15,20,5,10,5,10,5,10,0,10,5,0,0,0,0,0,5,0,15,25,40,10,15,5,10,0,2
10,25,5,5,0,5,0,10,0,0,0,0,0,5,20,10,15,30,15,15,20,15,20,5,10,5,10,5,10,0,10,5,0,0,0,0,0,5,0,15,25,40,10,15,5,10,0,0,2
25,5,5,0,5,0,10,0,0,0,0,0,5,20,10,15,30,15,15,20,15,20,5,10,5,10,5,10,0,10,5,0,0,0,0,0,5,0,15,25,40,10,15,5,10,0,0,5,2
5,5,0,5,0,10,0,0,0,0,0,5,20,10,15,30,15,15,20,15,20,5,10,5,10,5,10,0,10,5,0,0,0,0,0,5,0,15,25,40,10,15,5,10,0,0,5,0,2
5,0,5,0,10,0,0,0,0,0,5,20,10,15,30,15,15,20,15,20,5,10,5,10,5,10,0,10,5,0,0,0,0,0,5,0,15,25,40,10,15,5,10,0,0,5,0,10,2
0,5,0,10,0,0,0,0,0,5,20,10,15,30,15,15,20,15,20,5,10,5,10,5,10,0,10,5,0,0,0,0,0,5,0,15,25,40,10,15,5,10,0,0,5,0,10,5,2
0,10,0,0,0,0,0,5,20,10,15,30,15,15,20,15,20,5,10,5,10,5,10,0,10,5,0,0,0,0,0,5,0,15,25,40,10,15,5,10,0,0,5,0,10,5,10,0,2
10,0,0,0,0,0,5,20,10,15,30,15,15,20,15,20,5,10,5,10,5,10,0,10,5,0,0,0,0,0,5,0,15,25,40,10,15,5,10,0,0,5,0,10,5,10,0,10,2
0,0,0,0,0,5,20,10,15,30,15,15,20,15,20,5,10,5,10,5,10,0,10,5,0,0,0,0,0,5,0,15,25,40,10,15,5,10,0,0,5,0,10,5,10,0,10,5,2
0,0,0,0,5,20,10,15,30,15,15,20,15,20,5,10,5,10,5,10,0,10,5,0,0,0,0,0,5,0,15,25,40,10,15,5,10,0,0,5,0,10,5,10,0,10,5,0,2
0,0,5,20,10,15,30,15,15,20,15,20,5,10,5,10,5,10,0,10,5,0,0,0,0,0,5,0,15,25,40,10,15,5,10,0,0,5,0,10,5,10,0,10,5,0,5,0,2
0,5,20,10,15,30,15,15,20,15,20,5,10,5,10,5,10,0,10,5,0,0,0,0,0,5,0,15,25,40,10,15,5,10,0,0,5,0,10,5,10,0,10,5,0,5,0,0,2
20,10,15,30,15,15,20,15,20,5,10,5,10,5,10,0,10,5,0,0,0,0,0,5,0,15,25,40,10,15,5,10,0,0,5,0,10,5,10,0,10,5,0,5,0,0,0,0,2
10,15,30,15,15,20,15,20,5,10,5,10,5,10,0,10,5,0,0,0,0,0,5,0,15,25,40,10,15,5,10,0,0,5,0,10,5,10,0,10,5,0,5,0,0,0,0,0,2
15,30,15,15,20,15,20,5,10,5,10,5,10,0,10,5,0,0,0,0,0,5,0,15,25,40,10,15,5,10,0,0,5,0,10,5,10,0,10,5,0,5,0,0,0,0,0,15,2
15,15,20,15,20,5,10,5,10,5,10,0,10,5,0,0,0,0,0,5,0,15,25,40,10,15,5,10,0,0,5,0,10,5,10,0,10,5,0,5,0,0,0,0,0,15,35,30,2
15,20,15,20,5,10,5,10,5,10,0,10,5,0,0,0,0,0,5,0,15,25,40,10,15,5,10,0,0,5,0,10,5,10,0,10,5,0,5,0,0,0,0,0,15,35,30,45,2
20,15,20,5,10,5,10,5,10,0,10,5,0,0,0,0,0,5,0,15,25,40,10,15,5,10,0,0,5,0,10,5,10,0,10,5,0,5,0,0,0,0,0,15,35,30,45,0,2
15,20,5,10,5,10,5,10,0,10,5,0,0,0,0,0,5,0,15,25,40,10,15,5,10,0,0,5,0,10,5,10,0,10,5,0,5,0,0,0,0,0,15,35,30,45,0,0,2
5,10,5,10,5,10,0,10,5,0,0,0,0,0,5,0,15,25,40,10,15,5,10,0,0,5,0,10,5,10,0,10,5,0,5,0,0,0,0,0,15,35,30,45,0,0,0,15,2
10,5,10,5,10,0,10,5,0,0,0,0,0,5,0,15,25,40,10,15,5,10,0,0,5,0,10,5,10,0,10,5,0,5,0,0,0,0,0,15,35,30,45,0,0,0,15,5,2
10,5,10,0,10,5,0,0,0,0,0,5,0,15,25,40,10,15,5,10,0,0,5,0,10,5,10,0,10,5,0,5,0,0,0,0,0,15,35,30,45,0,0,0,15,5,30,15,2
5,10,0,10,5,0,0,0,0,0,5,0,15,25,40,10,15,5,10,0,0,5,0,10,5,10,0,10,5,0,5,0,0,0,0,0,15,35,30,45,0,0,0,15,5,30,15,0,2
10,0,10,5,0,0,0,0,0,5,0,15,25,40,10,15,5,10,0,0,5,0,10,5,10,0,10,5,0,5,0,0,0,0,0,15,35,30,45,0,0,0,15,5,30,15,0,20,2
0,10,5,0,0,0,0,0,5,0,15,25,40,10,15,5,10,0,0,5,0,10,5,10,0,10,5,0,5,0,0,0,0,0,15,35,30,45,0,0,0,15,5,30,15,0,20,0,2
10,5,0,0,0,0,0,5,0,15,25,40,10,15,5,10,0,0,5,0,10,5,10,0,10,5,0,5,0,0,0,0,0,15,35,30,45,0,0,0,15,5,30,15,0,20,0,0,2
5,0,0,0,0,0,5,0,15,25,40,10,15,5,10,0,0,5,0,10,5,10,0,10,5,0,5,0,0,0,0,0,15,35,30,45,0,0,0,15,5,30,15,0,20,0,0,0,2
0,0,0,0,0,5,0,15,25,40,10,15,5,10,0,0,5,0,10,5,10,0,10,5,0,5,0,0,0,0,0,15,35,30,45,0,0,0,15,5,30,15,0,20,0,0,0,5,2
0,0,0,5,0,15,25,40,10,15,5,10,0,0,5,0,10,5,10,0,10,5,0,5,0,0,0,0,0,15,35,30,45,0,0,0,15,5,30,15,0,20,0,0,0,5,0,0,2
0,0,5,0,15,25,40,10,15,5,10,0,0,5,0,10,5,10,0,10,5,0,5,0,0,0,0,0,15,35,30,45,0,0,0,15,5,30,15,0,20,0,0,0,5,0,0,0,2
0,5,0,15,25,40,10,15,5,10,0,0,5,0,10,5,10,0,10,5,0,5,0,0,0,0,0,15,35,30,45,0,0,0,15,5,30,15,0,20,0,0,0,5,0,0,0,0,2
5,0,15,25,40,10,15,5,10,0,0,5,0,10,5,10,0,10,5,0,5,0,0,0,0,0,15,35,30,45,0,0,0,15,5,30,15,0,20,0,0,0,5,0,0,0,0,0,2
0,15,25,40,10,15,5,10,0,0,5,0,10,5,10,0,10,5,0,5,0,0,0,0,0,15,35,30,45,0,0,0,15,5,30,15,0,20,0,0,0,5,0,0,0,0,0,0,2
25,40,10,15,5,10,0,0,5,0,10,5,10,0,10,5,0,5,0,0,0,0,0,15,35,30,45,0,0,0,15,5,30,15,0,20,0,0,0,5,0,0,0,0,0,0,0,10,2
40,10,15,5,10,0,0,5,0,10,5,10,0,10,5,0,5,0,0,0,0,0,15,35,30,45,0,0,0,15,5,30,15,0,20,0,0,0,5,0,0,0,0,0,0,0,10,10,2
15,5,10,0,0,5,0,10,5,10,0,10,5,0,5,0,0,0,0,0,15,35,30,45,0,0,0,15,5,30,15,0,20,0,0,0,5,0,0,0,0,0,0,0,10,10,45,0,2
5,10,0,0,5,0,10,5,10,0,10,5,0,5,0,0,0,0,0,15,35,30,45,0,0,0,15,5,30,15,0,20,0,0,0,5,0,0,0,0,0,0,0,10,10,45,0,20,2
0,0,5,0,10,5,10,0,10,5,0,5,0,0,0,0,0,15,35,30,45,0,0,0,15,5,30,15,0,20,0,0,0,5,0,0,0,0,0,0,0,10,10,45,0,20,15,20,2
0,10,5,10,0,10,5,0,5,0,0,0,0,0,15,35,30,45,0,0,0,15,5,30,15,0,20,0,0,0,5,0,0,0,0,0,0,0,10,10,45,0,20,15,20,5,15,25,2
10,5,10,0,10,5,0,5,0,0,0,0,0,15,35,30,45,0,0,0,15,5,30,15,0,20,0,0,0,5,0,0,0,0,0,0,0,10,10,45,0,20,15,20,5,15,25,15,2
10,0,10,5,0,5,0,0,0,0,0,15,35,30,45,0,0,0,15,5,30,15,0,20,0,0,0,5,0,0,0,0,0,0,0,10,10,45,0,20,15,20,5,15,25,15,5,10,2
10,5,0,5,0,0,0,0,0,15,35,30,45,0,0,0,15,5,30,15,0,20,0,0,0,5,0,0,0,0,0,0,0,10,10,45,0,20,15,20,5,15,25,15,5,10,15,0,2
0,5,0,0,0,0,0,15,35,30,45,0,0,0,15,5,30,15,0,20,0,0,0,5,0,0,0,0,0,0,0,10,10,45,0,20,15,20,5,15,25,15,5,10,15,0,5,5,2
5,0,0,0,0,0,15,35,30,45,0,0,0,15,5,30,15,0,20,0,0,0,5,0,0,0,0,0,0,0,10,10,45,0,20,15,20,5,15,25,15,5,10,15,0,5,5,0,2
0,0,0,0,0,15,35,30,45,0,0,0,15,5,30,15,0,20,0,0,0,5,0,0,0,0,0,0,0,10,10,45,0,20,15,20,5,15,25,15,5,10,15,0,5,5,0,0,2
0,0,0,15,35,30,45,0,0,0,15,5,30,15,0,20,0,0,0,5,0,0,0,0,0,0,0,10,10,45,0,20,15,20,5,15,25,15,5,10,15,0,5,5,0,0,0,0,2
0,0,15,35,30,45,0,0,0,15,5,30,15,0,20,0,0,0,5,0,0,0,0,0,0,0,10,10,45,0,20,15,20,5,15,25,15,5,10,15,0,5,5,0,0,0,0,0,2
0,15,35,30,45,0,0,0,15,5,30,15,0,20,0,0,0,5,0,0,0,0,0,0,0,10,10,45,0,20,15,20,5,15,25,15,5,10,15,0,5,5,0,0,0,0,0,0,2
35,30,45,0,0,0,15,5,30,15,0,20,0,0,0,5,0,0,0,0,0,0,0,10,10,45,0,20,15,20,5,15,25,15,5,10,15,0,5,5,0,0,0,0,0,0,15,20,2
30,45,0,0,0,15,5,30,15,0,20,0,0,0,5,0,0,0,0,0,0,0,10,10,45,0,20,15,20,5,15,25,15,5,10,15,0,5,5,0,0,0,0,0,0,15,20,20,2
0,0,0,15,5,30,15,0,20,0,0,0,5,0,0,0,0,0,0,0,10,10,45,0,20,15,20,5,15,25,15,5,10,15,0,5,5,0,0,0,0,0,0,15,20,20,90,0,2
0,0,15,5,30,15,0,20,0,0,0,5,0,0,0,0,0,0,0,10,10,45,0,20,15,20,5,15,25,15,5,10,15,0,5,5,0,0,0,0,0,0,15,20,20,90,0,0,2
0,15,5,30,15,0,20,0,0,0,5,0,0,0,0,0,0,0,10,10,45,0,20,15,20,5,15,25,15,5,10,15,0,5,5,0,0,0,0,0,0,15,20,20,90,0,0,10,2
15,5,30,15,0,20,0,0,0,5,0,0,0,0,0,0,0,10,10,45,0,20,15,20,5,15,25,15,5,10,15,0,5,5,0,0,0,0,0,0,15,20,20,90,0,0,10,20,2
5,30,15,0,20,0,0,0,5,0,0,0,0,0,0,0,10,10,45,0,20,15,20,5,15,25,15,5,10,15,0,5,5,0,0,0,0,0,0,15,20,20,90,0,0,10,20,20,2
15,0,20,0,0,0,5,0,0,0,0,0,0,0,10,10,45,0,20,15,20,5,15,25,15,5,10,15,0,5,5,0,0,0,0,0,0,15,20,20,90,0,0,10,20,20,15,10,2
0,20,0,0,0,5,0,0,0,0,0,0,0,10,10,45,0,20,15,20,5,15,25,15,5,10,15,0,5,5,0,0,0,0,0,0,15,20,20,90,0,0,10,20,20,15,10,10,2
0,5,0,0,0,0,0,0,0,10,10,45,0,20,15,20,5,15,25,15,5,10,15,0,5,5,0,0,0,0,0,0,15,20,20,90,0,0,10,20,20,15,10,10,5,15,0,0,2
5,0,0,0,0,0,0,0,10,10,45,0,20,15,20,5,15,25,15,5,10,15,0,5,5,0,0,0,0,0,0,15,20,20,90,0,0,10,20,20,15,10,10,5,15,0,0,5,2
0,0,0,0,0,0,10,10,45,0,20,15,20,5,15,25,15,5,10,15,0,5,5,0,0,0,0,0,0,15,20,20,90,0,0,10,20,20,15,10,10,5,15,0,0,5,0,5,2
0,0,0,10,10,45,0,20,15,20,5,15,25,15,5,10,15,0,5,5,0,0,0,0,0,0,15,20,20,90,0,0,10,20,20,15,10,10,5,15,0,0,5,0,5,0,0,0,2
0,0,10,10,45,0,20,15,20,5,15,25,15,5,10,15,0,5,5,0,0,0,0,0,0,15,20,20,90,0,0,10,20,20,15,10,10,5,15,0,0,5,0,5,0,0,0,0,2
0,10,10,45,0,20,15,20,5,15,25,15,5,10,15,0,5,5,0,0,0,0,0,0,15,20,20,90,0,0,10,20,20,15,10,10,5,15,0,0,5,0,5,0,0,0,0,0,2
10,10,45,0,20,15,20,5,15,25,15,5,10,15,0,5,5,0,0,0,0,0,0,15,20,20,90,0,0,10,20,20,15,10,10,5,15,0,0,5,0,5,0,0,0,0,0,0,2
45,0,20,15,20,5,15,25,15,5,10,15,0,5,5,0,0,0,0,0,0,15,20,20,90,0,0,10,20,20,15,10,10,5,15,0,0,5,0,5,0,0,0,0,0,0,15,25,2
15,20,5,15,25,15,5,10,15,0,5,5,0,0,0,0,0,0,15,20,20,90,0,0,10,20,20,15,10,10,5,15,0,0,5,0,5,0,0,0,0,0,0,15,25,40,10,20,2
20,5,15,25,15,5,10,15,0,5,5,0,0,0,0,0,0,15,20,20,90,0,0,10,20,20,15,10,10,5,15,0,0,5,0,5,0,0,0,0,0,0,15,25,40,10,20,5,2
15,25,15,5,10,15,0,5,5,0,0,0,0,0,0,15,20,20,90,0,0,10,20,20,15,10,10,5,15,0,0,5,0,5,0,0,0,0,0,0,15,25,40,10,20,5,20,5,2
15,5,10,15,0,5,5,0,0,0,0,0,0,15,20,20,90,0,0,10,20,20,15,10,10,5,15,0,0,5,0,5,0,0,0,0,0,0,15,25,40,10,20,5,20,5,5,5,2
5,10,15,0,5,5,0,0,0,0,0,0,15,20,20,90,0,0,10,20,20,15,10,10,5,15,0,0,5,0,5,0,0,0,0,0,0,15,25,40,10,20,5,20,5,5,5,0,2
10,15,0,5,5,0,0,0,0,0,0,15,20,20,90,0,0,10,20,20,15,10,10,5,15,0,0,5,0,5,0,0,0,0,0,0,15,25,40,10,20,5,20,5,5,5,0,5,2
0,5,5,0,0,0,0,0,0,15,20,20,90,0,0,10,20,20,15,10,10,5,15,0,0,5,0,5,0,0,0,0,0,0,15,25,40,10,20,5,20,5,5,5,0,5,10,0,2
5,5,0,0,0,0,0,0,15,20,20,90,0,0,10,20,20,15,10,10,5,15,0,0,5,0,5,0,0,0,0,0,0,15,25,40,10,20,5,20,5,5,5,0,5,10,0,0,2
5,0,0,0,0,0,0,15,20,20,90,0,0,10,20,20,15,10,10,5,15,0,0,5,0,5,0,0,0,0,0,0,15,25,40,10,20,5,20,5,5,5,0,5,10,0,0,0,2
0,0,0,0,0,0,15,20,20,90,0,0,10,20,20,15,10,10,5,15,0,0,5,0,5,0,0,0,0,0,0,15,25,40,10,20,5,20,5,5,5,0,5,10,0,0,0,0,2
0,0,0,0,15,20,20,90,0,0,10,20,20,15,10,10,5,15,0,0,5,0,5,0,0,0,0,0,0,15,25,40,10,20,5,20,5,5,5,0,5,10,0,0,0,0,10,10,2
0,15,20,20,90,0,0,10,20,20,15,10,10,5,15,0,0,5,0,5,0,0,0,0,0,0,15,25,40,10,20,5,20,5,5,5,0,5,10,0,0,0,0,10,10,0,0,0,2
15,20,20,90,0,0,10,20,20,15,10,10,5,15,0,0,5,0,5,0,0,0,0,0,0,15,25,40,10,20,5,20,5,5,5,0,5,10,0,0,0,0,10,10,0,0,0,0,2
20,20,90,0,0,10,20,20,15,10,10,5,15,0,0,5,0,5,0,0,0,0,0,0,15,25,40,10,20,5,20,5,5,5,0,5,10,0,0,0,0,10,10,0,0,0,0,0,2
20,90,0,0,10,20,20,15,10,10,5,15,0,0,5,0,5,0,0,0,0,0,0,15,25,40,10,20,5,20,5,5,5,0,5,10,0,0,0,0,10,10,0,0,0,0,0,5,2
0,0,10,20,20,15,10,10,5,15,0,0,5,0,5,0,0,0,0,0,0,15,25,40,10,20,5,20,5,5,5,0,5,10,0,0,0,0,10,10,0,0,0,0,0,5,15,15,2
0,10,20,20,15,10,10,5,15,0,0,5,0,5,0,0,0,0,0,0,15,25,40,10,20,5,20,5,5,5,0,5,10,0,0,0,0,10,10,0,0,0,0,0,5,15,15,30,2
